"id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_kelamin,jumlah_kasus,satuan,tahun"
"24,32,""JAWA BARAT"",""KABUPATEN INDRAMAYU"",PEREMPUAN,146,""ORANG"",2014"
"25,32,""JAWA BARAT"",""KABUPATEN SUBANG"",LAKI-LAKI,562,""ORANG"",2014"
"26,32,""JAWA BARAT"",""KABUPATEN SUBANG"",PEREMPUAN,546,""ORANG"",2014"
"27,32,""JAWA BARAT"",""KABUPATEN PURWAKARTA"",LAKI-LAKI,228,""ORANG"",2014"
"28,32,""JAWA BARAT"",""KABUPATEN PURWAKARTA"",PEREMPUAN,0,""ORANG"",2014"
"29,32,""JAWA BARAT"",""KABUPATEN KARAWANG"",LAKI-LAKI,421,""ORANG"",2014"
"30,32,""JAWA BARAT"",""KABUPATEN KARAWANG"",PEREMPUAN,331,""ORANG"",2014"
"31,32,""JAWA BARAT"",""KABUPATEN BEKASI"",LAKI-LAKI,370,""ORANG"",2014"
"32,32,""JAWA BARAT"",""KABUPATEN BEKASI"",PEREMPUAN,290,""ORANG"",2014"
"33,32,""JAWA BARAT"",""KABUPATEN BANDUNG BARAT"",LAKI-LAKI,455,""ORANG"",2014"
"34,32,""JAWA BARAT"",""KABUPATEN BANDUNG BARAT"",PEREMPUAN,435,""ORANG"",2014"
"35,32,""JAWA BARAT"",""KABUPATEN PANGANDARAN"",LAKI-LAKI,8,""ORANG"",2014"
"36,32,""JAWA BARAT"",""KABUPATEN PANGANDARAN"",PEREMPUAN,5,""ORANG"",2014"
"37,32,""JAWA BARAT"",""KOTA BOGOR"",LAKI-LAKI,381,""ORANG"",2014"
"38,32,""JAWA BARAT"",""KOTA BOGOR"",PEREMPUAN,289,""ORANG"",2014"
"39,32,""JAWA BARAT"",""KOTA SUKABUMI"",LAKI-LAKI,336,""ORANG"",2014"
"40,32,""JAWA BARAT"",""KOTA SUKABUMI"",PEREMPUAN,369,""ORANG"",2014"
"41,32,""JAWA BARAT"",""KOTA BANDUNG"",LAKI-LAKI,1698,""ORANG"",2014"
"42,32,""JAWA BARAT"",""KOTA BANDUNG"",PEREMPUAN,1434,""ORANG"",2014"
"43,32,""JAWA BARAT"",""KOTA CIREBON"",LAKI-LAKI,164,""ORANG"",2014"
"44,32,""JAWA BARAT"",""KOTA CIREBON"",PEREMPUAN,154,""ORANG"",2014"
"45,32,""JAWA BARAT"",""KOTA BEKASI"",LAKI-LAKI,454,""ORANG"",2014"
"46,32,""JAWA BARAT"",""KOTA BEKASI"",PEREMPUAN,367,""ORANG"",2014"
"47,32,""JAWA BARAT"",""KOTA DEPOK"",LAKI-LAKI,579,""ORANG"",2014"
"48,32,""JAWA BARAT"",""KOTA DEPOK"",PEREMPUAN,401,""ORANG"",2014"
"49,32,""JAWA BARAT"",""KOTA CIMAHI"",LAKI-LAKI,262,""ORANG"",2014"
"50,32,""JAWA BARAT"",""KOTA CIMAHI"",PEREMPUAN,252,""ORANG"",2014"
"51,32,""JAWA BARAT"",""KOTA TASIKMALAYA"",LAKI-LAKI,434,""ORANG"",2014"
"52,32,""JAWA BARAT"",""KOTA TASIKMALAYA"",PEREMPUAN,405,""ORANG"",2014"
"53,32,""JAWA BARAT"",""KOTA BANJAR"",LAKI-LAKI,68,""ORANG"",2014"
"54,32,""JAWA BARAT"",""KOTA BANJAR"",PEREMPUAN,61,""ORANG"",2014"
"55,32,""JAWA BARAT"",""KABUPATEN BOGOR"",LAKI-LAKI,0,""ORANG"",2015"
"56,32,""JAWA BARAT"",""KABUPATEN BOGOR"",PEREMPUAN,0,""ORANG"",2015"
"57,32,""JAWA BARAT"",""KABUPATEN SUKABUMI"",LAKI-LAKI,152,""ORANG"",2015"
"58,32,""JAWA BARAT"",""KABUPATEN SUKABUMI"",PEREMPUAN,193,""ORANG"",2015"
"59,32,""JAWA BARAT"",""KABUPATEN CIANJUR"",LAKI-LAKI,304,""ORANG"",2015"
"60,32,""JAWA BARAT"",""KABUPATEN CIANJUR"",PEREMPUAN,228,""ORANG"",2015"
"61,32,""JAWA BARAT"",""KABUPATEN BANDUNG"",LAKI-LAKI,0,""ORANG"",2015"
"62,32,""JAWA BARAT"",""KABUPATEN BANDUNG"",PEREMPUAN,0,""ORANG"",2015"
"63,32,""JAWA BARAT"",""KABUPATEN GARUT"",LAKI-LAKI,187,""ORANG"",2015"
"64,32,""JAWA BARAT"",""KABUPATEN GARUT"",PEREMPUAN,149,""ORANG"",2015"
"65,32,""JAWA BARAT"",""KABUPATEN TASIKMALAYA"",LAKI-LAKI,238,""ORANG"",2015"
"66,32,""JAWA BARAT"",""KABUPATEN TASIKMALAYA"",PEREMPUAN,150,""ORANG"",2015"
"67,32,""JAWA BARAT"",""KABUPATEN CIAMIS"",LAKI-LAKI,0,""ORANG"",2015"
"68,32,""JAWA BARAT"",""KABUPATEN CIAMIS"",PEREMPUAN,0,""ORANG"",2015"
"69,32,""JAWA BARAT"",""KABUPATEN KUNINGAN"",LAKI-LAKI,537,""ORANG"",2015"
"70,32,""JAWA BARAT"",""KABUPATEN KUNINGAN"",PEREMPUAN,471,""ORANG"",2015"
"71,32,""JAWA BARAT"",""KABUPATEN CIREBON"",LAKI-LAKI,654,""ORANG"",2015"
"72,32,""JAWA BARAT"",""KABUPATEN CIREBON"",PEREMPUAN,593,""ORANG"",2015"
"73,32,""JAWA BARAT"",""KABUPATEN MAJALENGKA"",LAKI-LAKI,174,""ORANG"",2015"
"74,32,""JAWA BARAT"",""KABUPATEN MAJALENGKA"",PEREMPUAN,132,""ORANG"",2015"
"75,32,""JAWA BARAT"",""KABUPATEN SUMEDANG"",LAKI-LAKI,344,""ORANG"",2015"
"76,32,""JAWA BARAT"",""KABUPATEN SUMEDANG"",PEREMPUAN,347,""ORANG"",2015"
"77,32,""JAWA BARAT"",""KABUPATEN INDRAMAYU"",LAKI-LAKI,330,""ORANG"",2015"
"78,32,""JAWA BARAT"",""KABUPATEN INDRAMAYU"",PEREMPUAN,314,""ORANG"",2015"
"79,32,""JAWA BARAT"",""KABUPATEN SUBANG"",LAKI-LAKI,335,""ORANG"",2015"
"80,32,""JAWA BARAT"",""KABUPATEN SUBANG"",PEREMPUAN,32,""ORANG"",2015"
"81,32,""JAWA BARAT"",""KABUPATEN PURWAKARTA"",LAKI-LAKI,265,""ORANG"",2015"
"82,32,""JAWA BARAT"",""KABUPATEN PURWAKARTA"",PEREMPUAN,253,""ORANG"",2015"
"83,32,""JAWA BARAT"",""KABUPATEN KARAWANG"",LAKI-LAKI,300,""ORANG"",2015"
"84,32,""JAWA BARAT"",""KABUPATEN KARAWANG"",PEREMPUAN,269,""ORANG"",2015"
"85,32,""JAWA BARAT"",""KABUPATEN BEKASI"",LAKI-LAKI,521,""ORANG"",2015"
"86,32,""JAWA BARAT"",""KABUPATEN BEKASI"",PEREMPUAN,366,""ORANG"",2015"
"87,32,""JAWA BARAT"",""KABUPATEN BANDUNG BARAT"",LAKI-LAKI,643,""ORANG"",2015"
"88,32,""JAWA BARAT"",""KABUPATEN BANDUNG BARAT"",PEREMPUAN,589,""ORANG"",2015"
"89,32,""JAWA BARAT"",""KABUPATEN PANGANDARAN"",LAKI-LAKI,14,""ORANG"",2015"
"90,32,""JAWA BARAT"",""KABUPATEN PANGANDARAN"",PEREMPUAN,2,""ORANG"",2015"
"91,32,""JAWA BARAT"",""KOTA BOGOR"",LAKI-LAKI,581,""ORANG"",2015"
"92,32,""JAWA BARAT"",""KOTA BOGOR"",PEREMPUAN,526,""ORANG"",2015"
"93,32,""JAWA BARAT"",""KOTA SUKABUMI"",LAKI-LAKI,399,""ORANG"",2015"
"94,32,""JAWA BARAT"",""KOTA SUKABUMI"",PEREMPUAN,394,""ORANG"",2015"
"95,32,""JAWA BARAT"",""KOTA BANDUNG"",LAKI-LAKI,1822,""ORANG"",2015"
"96,32,""JAWA BARAT"",""KOTA BANDUNG"",PEREMPUAN,1818,""ORANG"",2015"
"97,32,""JAWA BARAT"",""KOTA CIREBON"",LAKI-LAKI,128,""ORANG"",2015"
"98,32,""JAWA BARAT"",""KOTA CIREBON"",PEREMPUAN,92,""ORANG"",2015"
"99,32,""JAWA BARAT"",""KOTA BEKASI"",LAKI-LAKI,531,""ORANG"",2015"
"100,32,""JAWA BARAT"",""KOTA BEKASI"",PEREMPUAN,456,""ORANG"",2015"
"101,32,""JAWA BARAT"",""KOTA DEPOK"",LAKI-LAKI,936,""ORANG"",2015"
"102,32,""JAWA BARAT"",""KOTA DEPOK"",PEREMPUAN,848,""ORANG"",2015"
"103,32,""JAWA BARAT"",""KOTA CIMAHI"",LAKI-LAKI,409,""ORANG"",2015"
"104,32,""JAWA BARAT"",""KOTA CIMAHI"",PEREMPUAN,383,""ORANG"",2015"
"105,32,""JAWA BARAT"",""KOTA TASIKMALAYA"",LAKI-LAKI,402,""ORANG"",2015"
"106,32,""JAWA BARAT"",""KOTA TASIKMALAYA"",PEREMPUAN,395,""ORANG"",2015"
"107,32,""JAWA BARAT"",""KOTA BANJAR"",LAKI-LAKI,36,""ORANG"",2015"
"108,32,""JAWA BARAT"",""KOTA BANJAR"",PEREMPUAN,39,""ORANG"",2015"
"109,32,""JAWA BARAT"",""KABUPATEN BOGOR"",LAKI-LAKI,1725,""ORANG"",2016"
"110,32,""JAWA BARAT"",""KABUPATEN BOGOR"",PEREMPUAN,1699,""ORANG"",2016"
"111,32,""JAWA BARAT"",""KABUPATEN SUKABUMI"",LAKI-LAKI,419,""ORANG"",2016"
"112,32,""JAWA BARAT"",""KABUPATEN SUKABUMI"",PEREMPUAN,374,""ORANG"",2016"
"113,32,""JAWA BARAT"",""KABUPATEN CIANJUR"",LAKI-LAKI,434,""ORANG"",2016"
"114,32,""JAWA BARAT"",""KABUPATEN CIANJUR"",PEREMPUAN,365,""ORANG"",2016"
"115,32,""JAWA BARAT"",""KABUPATEN BANDUNG"",LAKI-LAKI,1664,""ORANG"",2016"
"116,32,""JAWA BARAT"",""KABUPATEN BANDUNG"",PEREMPUAN,1708,""ORANG"",2016"
"117,32,""JAWA BARAT"",""KABUPATEN GARUT"",LAKI-LAKI,291,""ORANG"",2016"
"118,32,""JAWA BARAT"",""KABUPATEN GARUT"",PEREMPUAN,225,""ORANG"",2016"
"119,32,""JAWA BARAT"",""KABUPATEN TASIKMALAYA"",LAKI-LAKI,229,""ORANG"",2016"
"120,32,""JAWA BARAT"",""KABUPATEN TASIKMALAYA"",PEREMPUAN,250,""ORANG"",2016"
"121,32,""JAWA BARAT"",""KABUPATEN CIAMIS"",LAKI-LAKI,387,""ORANG"",2016"
"122,32,""JAWA BARAT"",""KABUPATEN CIAMIS"",PEREMPUAN,361,""ORANG"",2016"
"123,32,""JAWA BARAT"",""KABUPATEN KUNINGAN"",LAKI-LAKI,933,""ORANG"",2016"
"124,32,""JAWA BARAT"",""KABUPATEN KUNINGAN"",PEREMPUAN,781,""ORANG"",2016"
"125,32,""JAWA BARAT"",""KABUPATEN CIREBON"",LAKI-LAKI,940,""ORANG"",2016"
"126,32,""JAWA BARAT"",""KABUPATEN CIREBON"",PEREMPUAN,937,""ORANG"",2016"
"127,32,""JAWA BARAT"",""KABUPATEN MAJALENGKA"",LAKI-LAKI,176,""ORANG"",2016"
"128,32,""JAWA BARAT"",""KABUPATEN MAJALENGKA"",PEREMPUAN,152,""ORANG"",2016"
"129,32,""JAWA BARAT"",""KABUPATEN SUMEDANG"",LAKI-LAKI,475,""ORANG"",2016"
"130,32,""JAWA BARAT"",""KABUPATEN SUMEDANG"",PEREMPUAN,433,""ORANG"",2016"
"131,32,""JAWA BARAT"",""KABUPATEN INDRAMAYU"",LAKI-LAKI,483,""ORANG"",2016"
"132,32,""JAWA BARAT"",""KABUPATEN INDRAMAYU"",PEREMPUAN,477,""ORANG"",2016"
"133,32,""JAWA BARAT"",""KABUPATEN SUBANG"",LAKI-LAKI,428,""ORANG"",2016"
"134,32,""JAWA BARAT"",""KABUPATEN SUBANG"",PEREMPUAN,271,""ORANG"",2016"
"135,32,""JAWA BARAT"",""KABUPATEN PURWAKARTA"",LAKI-LAKI,424,""ORANG"",2016"
"136,32,""JAWA BARAT"",""KABUPATEN PURWAKARTA"",PEREMPUAN,361,""ORANG"",2016"
"137,32,""JAWA BARAT"",""KABUPATEN KARAWANG"",LAKI-LAKI,546,""ORANG"",2016"
"138,32,""JAWA BARAT"",""KABUPATEN KARAWANG"",PEREMPUAN,513,""ORANG"",2016"
"139,32,""JAWA BARAT"",""KABUPATEN BEKASI"",LAKI-LAKI,910,""ORANG"",2016"
"140,32,""JAWA BARAT"",""KABUPATEN BEKASI"",PEREMPUAN,703,""ORANG"",2016"
"141,32,""JAWA BARAT"",""KABUPATEN BANDUNG BARAT"",LAKI-LAKI,815,""ORANG"",2016"
"142,32,""JAWA BARAT"",""KABUPATEN BANDUNG BARAT"",PEREMPUAN,739,""ORANG"",2016"
"143,32,""JAWA BARAT"",""KABUPATEN PANGANDARAN"",LAKI-LAKI,73,""ORANG"",2016"
"144,32,""JAWA BARAT"",""KABUPATEN PANGANDARAN"",PEREMPUAN,70,""ORANG"",2016"
"145,32,""JAWA BARAT"",""KOTA BOGOR"",LAKI-LAKI,658,""ORANG"",2016"
"146,32,""JAWA BARAT"",""KOTA BOGOR"",PEREMPUAN,566,""ORANG"",2016"
"147,32,""JAWA BARAT"",""KOTA SUKABUMI"",LAKI-LAKI,431,""ORANG"",2016"
"148,32,""JAWA BARAT"",""KOTA SUKABUMI"",PEREMPUAN,511,""ORANG"",2016"
"149,32,""JAWA BARAT"",""KOTA BANDUNG"",LAKI-LAKI,2054,""ORANG"",2016"
"150,32,""JAWA BARAT"",""KOTA BANDUNG"",PEREMPUAN,1827,""ORANG"",2016"
"151,32,""JAWA BARAT"",""KOTA CIREBON"",LAKI-LAKI,590,""ORANG"",2016"
"152,32,""JAWA BARAT"",""KOTA CIREBON"",PEREMPUAN,521,""ORANG"",2016"
"153,32,""JAWA BARAT"",""KOTA BEKASI"",LAKI-LAKI,1972,""ORANG"",2016"
"154,32,""JAWA BARAT"",""KOTA BEKASI"",PEREMPUAN,1841,""ORANG"",2016"
"155,32,""JAWA BARAT"",""KOTA DEPOK"",LAKI-LAKI,1285,""ORANG"",2016"
"156,32,""JAWA BARAT"",""KOTA DEPOK"",PEREMPUAN,1270,""ORANG"",2016"
"157,32,""JAWA BARAT"",""KOTA CIMAHI"",LAKI-LAKI,483,""ORANG"",2016"
"158,32,""JAWA BARAT"",""KOTA CIMAHI"",PEREMPUAN,516,""ORANG"",2016"
"159,32,""JAWA BARAT"",""KOTA TASIKMALAYA"",LAKI-LAKI,381,""ORANG"",2016"
"160,32,""JAWA BARAT"",""KOTA TASIKMALAYA"",PEREMPUAN,373,""ORANG"",2016"
"161,32,""JAWA BARAT"",""KOTA BANJAR"",LAKI-LAKI,175,""ORANG"",2016"
"162,32,""JAWA BARAT"",""KOTA BANJAR"",PEREMPUAN,193,""ORANG"",2016"
"163,32,""JAWA BARAT"",""KABUPATEN BOGOR"",LAKI-LAKI,164,""ORANG"",2017"
"164,32,""JAWA BARAT"",""KABUPATEN BOGOR"",PEREMPUAN,113,""ORANG"",2017"
"165,32,""JAWA BARAT"",""KABUPATEN SUKABUMI"",LAKI-LAKI,136,""ORANG"",2017"
"166,32,""JAWA BARAT"",""KABUPATEN SUKABUMI"",PEREMPUAN,120,""ORANG"",2017"
"167,32,""JAWA BARAT"",""KABUPATEN CIANJUR"",LAKI-LAKI,0,""ORANG"",2017"
"168,32,""JAWA BARAT"",""KABUPATEN CIANJUR"",PEREMPUAN,0,""ORANG"",2017"
"169,32,""JAWA BARAT"",""KABUPATEN BANDUNG"",LAKI-LAKI,0,""ORANG"",2017"
"170,32,""JAWA BARAT"",""KABUPATEN BANDUNG"",PEREMPUAN,0,""ORANG"",2017"
"171,32,""JAWA BARAT"",""KABUPATEN GARUT"",LAKI-LAKI,206,""ORANG"",2017"
"172,32,""JAWA BARAT"",""KABUPATEN GARUT"",PEREMPUAN,200,""ORANG"",2017"
"173,32,""JAWA BARAT"",""KABUPATEN TASIKMALAYA"",LAKI-LAKI,105,""ORANG"",2017"
"174,32,""JAWA BARAT"",""KABUPATEN TASIKMALAYA"",PEREMPUAN,119,""ORANG"",2017"
"175,32,""JAWA BARAT"",""KABUPATEN CIAMIS"",LAKI-LAKI,31,""ORANG"",2017"
"176,32,""JAWA BARAT"",""KABUPATEN CIAMIS"",PEREMPUAN,16,""ORANG"",2017"
"177,32,""JAWA BARAT"",""KABUPATEN KUNINGAN"",LAKI-LAKI,386,""ORANG"",2017"
"178,32,""JAWA BARAT"",""KABUPATEN KUNINGAN"",PEREMPUAN,342,""ORANG"",2017"
"179,32,""JAWA BARAT"",""KABUPATEN CIREBON"",LAKI-LAKI,151,""ORANG"",2017"
"180,32,""JAWA BARAT"",""KABUPATEN CIREBON"",PEREMPUAN,123,""ORANG"",2017"
"181,32,""JAWA BARAT"",""KABUPATEN MAJALENGKA"",LAKI-LAKI,57,""ORANG"",2017"
"182,32,""JAWA BARAT"",""KABUPATEN MAJALENGKA"",PEREMPUAN,55,""ORANG"",2017"
"183,32,""JAWA BARAT"",""KABUPATEN SUMEDANG"",LAKI-LAKI,95,""ORANG"",2017"
"184,32,""JAWA BARAT"",""KABUPATEN SUMEDANG"",PEREMPUAN,89,""ORANG"",2017"
"185,32,""JAWA BARAT"",""KABUPATEN INDRAMAYU"",LAKI-LAKI,69,""ORANG"",2017"
"186,32,""JAWA BARAT"",""KABUPATEN INDRAMAYU"",PEREMPUAN,44,""ORANG"",2017"
"187,32,""JAWA BARAT"",""KABUPATEN SUBANG"",LAKI-LAKI,69,""ORANG"",2017"
"188,32,""JAWA BARAT"",""KABUPATEN SUBANG"",PEREMPUAN,35,""ORANG"",2017"
"189,32,""JAWA BARAT"",""KABUPATEN PURWAKARTA"",LAKI-LAKI,76,""ORANG"",2017"
"190,32,""JAWA BARAT"",""KABUPATEN PURWAKARTA"",PEREMPUAN,46,""ORANG"",2017"
"191,32,""JAWA BARAT"",""KABUPATEN KARAWANG"",LAKI-LAKI,54,""ORANG"",2017"
"192,32,""JAWA BARAT"",""KABUPATEN KARAWANG"",PEREMPUAN,48,""ORANG"",2017"
"193,32,""JAWA BARAT"",""KABUPATEN BEKASI"",LAKI-LAKI,187,""ORANG"",2017"
"194,32,""JAWA BARAT"",""KABUPATEN BEKASI"",PEREMPUAN,145,""ORANG"",2017"
"195,32,""JAWA BARAT"",""KABUPATEN BANDUNG BARAT"",LAKI-LAKI,107,""ORANG"",2017"
"196,32,""JAWA BARAT"",""KABUPATEN BANDUNG BARAT"",PEREMPUAN,94,""ORANG"",2017"
"197,32,""JAWA BARAT"",""KABUPATEN PANGANDARAN"",LAKI-LAKI,93,""ORANG"",2017"
"198,32,""JAWA BARAT"",""KABUPATEN PANGANDARAN"",PEREMPUAN,82,""ORANG"",2017"
"199,32,""JAWA BARAT"",""KOTA BOGOR"",LAKI-LAKI,465,""ORANG"",2017"
"200,32,""JAWA BARAT"",""KOTA BOGOR"",PEREMPUAN,390,""ORANG"",2017"
"201,32,""JAWA BARAT"",""KOTA SUKABUMI"",LAKI-LAKI,188,""ORANG"",2017"
"202,32,""JAWA BARAT"",""KOTA SUKABUMI"",PEREMPUAN,164,""ORANG"",2017"
"203,32,""JAWA BARAT"",""KOTA BANDUNG"",LAKI-LAKI,980,""ORANG"",2017"
"204,32,""JAWA BARAT"",""KOTA BANDUNG"",PEREMPUAN,806,""ORANG"",2017"
"205,32,""JAWA BARAT"",""KOTA CIREBON"",LAKI-LAKI,27,""ORANG"",2017"
"206,32,""JAWA BARAT"",""KOTA CIREBON"",PEREMPUAN,26,""ORANG"",2017"
"207,32,""JAWA BARAT"",""KOTA BEKASI"",LAKI-LAKI,378,""ORANG"",2017"
"208,32,""JAWA BARAT"",""KOTA BEKASI"",PEREMPUAN,321,""ORANG"",2017"
"209,32,""JAWA BARAT"",""KOTA DEPOK"",LAKI-LAKI,270,""ORANG"",2017"
"210,32,""JAWA BARAT"",""KOTA DEPOK"",PEREMPUAN,278,""ORANG"",2017"
"211,32,""JAWA BARAT"",""KOTA CIMAHI"",LAKI-LAKI,114,""ORANG"",2017"
"212,32,""JAWA BARAT"",""KOTA CIMAHI"",PEREMPUAN,199,""ORANG"",2017"
"213,32,""JAWA BARAT"",""KOTA TASIKMALAYA"",LAKI-LAKI,172,""ORANG"",2017"
"214,32,""JAWA BARAT"",""KOTA TASIKMALAYA"",PEREMPUAN,126,""ORANG"",2017"
"215,32,""JAWA BARAT"",""KOTA BANJAR"",LAKI-LAKI,0,""ORANG"",2017"
"216,32,""JAWA BARAT"",""KOTA BANJAR"",PEREMPUAN,0,""ORANG"",2017"
"217,32,""JAWA BARAT"",""KABUPATEN BOGOR"",LAKI-LAKI,378,""ORANG"",2018"
"218,32,""JAWA BARAT"",""KABUPATEN BOGOR"",PEREMPUAN,363,""ORANG"",2018"
"219,32,""JAWA BARAT"",""KABUPATEN SUKABUMI"",LAKI-LAKI,107,""ORANG"",2018"
"220,32,""JAWA BARAT"",""KABUPATEN SUKABUMI"",PEREMPUAN,126,""ORANG"",2018"
"221,32,""JAWA BARAT"",""KABUPATEN CIANJUR"",LAKI-LAKI,65,""ORANG"",2018"
"222,32,""JAWA BARAT"",""KABUPATEN CIANJUR"",PEREMPUAN,48,""ORANG"",2018"
"223,32,""JAWA BARAT"",""KABUPATEN BANDUNG"",LAKI-LAKI,904,""ORANG"",2018"
"224,32,""JAWA BARAT"",""KABUPATEN BANDUNG"",PEREMPUAN,870,""ORANG"",2018"
"225,32,""JAWA BARAT"",""KABUPATEN GARUT"",LAKI-LAKI,201,""ORANG"",2018"
"226,32,""JAWA BARAT"",""KABUPATEN GARUT"",PEREMPUAN,130,""ORANG"",2018"
"227,32,""JAWA BARAT"",""KABUPATEN TASIKMALAYA"",LAKI-LAKI,88,""ORANG"",2018"
"228,32,""JAWA BARAT"",""KABUPATEN TASIKMALAYA"",PEREMPUAN,108,""ORANG"",2018"
"229,32,""JAWA BARAT"",""KABUPATEN CIAMIS"",LAKI-LAKI,18,""ORANG"",2018"
"230,32,""JAWA BARAT"",""KABUPATEN CIAMIS"",PEREMPUAN,11,""ORANG"",2018"
"231,32,""JAWA BARAT"",""KABUPATEN KUNINGAN"",LAKI-LAKI,189,""ORANG"",2018"
"232,32,""JAWA BARAT"",""KABUPATEN KUNINGAN"",PEREMPUAN,163,""ORANG"",2018"
"233,32,""JAWA BARAT"",""KABUPATEN CIREBON"",LAKI-LAKI,122,""ORANG"",2018"
"234,32,""JAWA BARAT"",""KABUPATEN CIREBON"",PEREMPUAN,93,""ORANG"",2018"
"235,32,""JAWA BARAT"",""KABUPATEN MAJALENGKA"",LAKI-LAKI,50,""ORANG"",2018"
"236,32,""JAWA BARAT"",""KABUPATEN MAJALENGKA"",PEREMPUAN,58,""ORANG"",2018"
"237,32,""JAWA BARAT"",""KABUPATEN SUMEDANG"",LAKI-LAKI,173,""ORANG"",2018"
"238,32,""JAWA BARAT"",""KABUPATEN SUMEDANG"",PEREMPUAN,235,""ORANG"",2018"
"239,32,""JAWA BARAT"",""KABUPATEN INDRAMAYU"",LAKI-LAKI,466,""ORANG"",2018"
"240,32,""JAWA BARAT"",""KABUPATEN INDRAMAYU"",PEREMPUAN,445,""ORANG"",2018"
"241,32,""JAWA BARAT"",""KABUPATEN SUBANG"",LAKI-LAKI,81,""ORANG"",2018"
"242,32,""JAWA BARAT"",""KABUPATEN SUBANG"",PEREMPUAN,62,""ORANG"",2018"
"243,32,""JAWA BARAT"",""KABUPATEN PURWAKARTA"",LAKI-LAKI,151,""ORANG"",2018"
"244,32,""JAWA BARAT"",""KABUPATEN PURWAKARTA"",PEREMPUAN,112,""ORANG"",2018"
"245,32,""JAWA BARAT"",""KABUPATEN KARAWANG"",LAKI-LAKI,32,""ORANG"",2018"
"246,32,""JAWA BARAT"",""KABUPATEN KARAWANG"",PEREMPUAN,28,""ORANG"",2018"
"247,32,""JAWA BARAT"",""KABUPATEN BEKASI"",LAKI-LAKI,84,""ORANG"",2018"
"248,32,""JAWA BARAT"",""KABUPATEN BEKASI"",PEREMPUAN,97,""ORANG"",2018"
"249,32,""JAWA BARAT"",""KABUPATEN BANDUNG BARAT"",LAKI-LAKI,212,""ORANG"",2018"
"250,32,""JAWA BARAT"",""KABUPATEN BANDUNG BARAT"",PEREMPUAN,207,""ORANG"",2018"
"251,32,""JAWA BARAT"",""KABUPATEN PANGANDARAN"",LAKI-LAKI,41,""ORANG"",2018"
"252,32,""JAWA BARAT"",""KABUPATEN PANGANDARAN"",PEREMPUAN,34,""ORANG"",2018"
"253,32,""JAWA BARAT"",""KOTA BOGOR"",LAKI-LAKI,442,""ORANG"",2018"
"254,32,""JAWA BARAT"",""KOTA BOGOR"",PEREMPUAN,285,""ORANG"",2018"
"255,32,""JAWA BARAT"",""KOTA SUKABUMI"",LAKI-LAKI,118,""ORANG"",2018"
"256,32,""JAWA BARAT"",""KOTA SUKABUMI"",PEREMPUAN,120,""ORANG"",2018"
